date,campaign_id,channel,spend,impressions,clicks,conversions,revenue,roas
2026-01-14 05:00:00,CMP-00317,Display,650.0,48770,639,45,2842.0,4.372
2026-01-14 06:00:00,CMP-00318,Search,1241.0,159918,6433,362,20095.0,16.193
2026-01-14 07:00:00,CMP-00319,Affiliate,677.0,64365,485,28,1823.0,2.693
2026-01-14 08:00:00,CMP-00320,Affiliate,300.0,22400,266,5,295.0,0.983
2026-01-14 09:00:00,CMP-00321,Social,552.0,69620,1876,80,5705.0,10.335
2026-01-14 10:00:00,CMP-00322,Search,785.0,112638,4267,228,13569.0,17.285
2026-01-14 11:00:00,CMP-00323,Social,921.0,135618,3589,295,21016.0,22.819
2026-01-14 12:00:00,CMP-00324,Display,529.0,40789,347,25,982.0,1.856
2026-01-14 13:00:00,CMP-00325,Display,286.0,34679,571,47,2942.0,10.287
2026-01-14 14:00:00,CMP-00326,Display,429.0,64137,647,34,1837.0,4.282
2026-01-14 15:00:00,CMP-00327,Social,216.0,16787,318,14,692.0,3.204
2026-01-14 16:00:00,CMP-00328,Social,713.0,59068,1463,95,6611.0,9.272
2026-01-14 17:00:00,CMP-00329,Search,386.0,23262,974,52,3478.0,9.01
2026-01-14 18:00:00,CMP-00330,Display,327.0,38491,664,40,1517.0,4.639
2026-01-14 19:00:00,CMP-00331,Search,748.0,60898,2790,89,5799.0,7.753
2026-01-14 20:00:00,CMP-00332,Display,1020.0,142460,1637,104,6650.0,6.52
2026-01-14 21:00:00,CMP-00333,Affiliate,326.0,54064,801,37,1878.0,5.761
2026-01-14 22:00:00,CMP-00334,Search,531.0,44053,1785,103,5114.0,9.631
2026-01-14 23:00:00,CMP-00335,Social,439.0,57684,1158,85,3578.0,8.15
2026-01-15 00:00:00,CMP-00336,Search,943.0,78553,3721,265,14476.0,15.351
2026-01-15 01:00:00,CMP-00337,Display,466.0,28883,219,16,900.0,1.931
2026-01-15 02:00:00,CMP-00338,Search,271.0,38872,1576,99,6531.0,24.1
2026-01-15 03:00:00,CMP-00339,Affiliate,478.0,51499,818,26,1578.0,3.301
2026-01-15 04:00:00,CMP-00340,Search,845.0,138703,6476,383,18155.0,21.485
2026-01-15 05:00:00,CMP-00341,Affiliate,425.0,50477,346,24,1449.0,3.409
2026-01-15 06:00:00,CMP-00342,Display,345.0,26676,246,13,721.0,2.09
2026-01-15 07:00:00,CMP-00343,Social,455.0,49811,1018,57,2773.0,6.095
2026-01-15 08:00:00,CMP-00344,Display,276.0,22719,461,32,1347.0,4.88
2026-01-15 09:00:00,CMP-00345,Display,439.0,68740,1065,69,4433.0,10.098
2026-01-15 10:00:00,CMP-00346,Affiliate,360.0,48959,526,29,1811.0,5.031
2026-01-15 11:00:00,CMP-00347,Search,1355.0,132161,6275,260,16528.0,12.198
2026-01-15 12:00:00,CMP-00348,Social,143.0,16882,348,23,1167.0,8.161
2026-01-15 13:00:00,CMP-00349,Search,299.0,39959,1687,73,4359.0,14.579
2026-01-15 14:00:00,CMP-00350,Social,345.0,50409,1255,43,1903.0,5.516
2026-01-15 15:00:00,CMP-00351,Search,277.0,19062,888,61,2936.0,10.599
2026-01-15 16:00:00,CMP-00352,Social,598.0,37361,914,36,2100.0,3.512
2026-01-15 17:00:00,CMP-00353,Social,323.0,23446,614,29,1758.0,5.443
2026-01-15 18:00:00,CMP-00354,Social,202.0,20896,541,23,959.0,4.748
2026-01-15 19:00:00,CMP-00355,Social,507.0,56448,1442,78,3699.0,7.296
2026-01-15 20:00:00,CMP-00356,Display,412.0,30904,346,18,978.0,2.374
2026-01-15 21:00:00,CMP-00357,Display,331.0,34830,359,24,1622.0,4.9
2026-01-15 22:00:00,CMP-00358,Social,931.0,101086,2575,152,7580.0,8.142
2026-01-15 23:00:00,CMP-00359,Social,608.0,43775,1171,88,5228.0,8.599
2026-01-16 00:00:00,CMP-00360,Affiliate,574.0,92317,1224,55,3325.0,5.793
2026-01-16 01:00:00,CMP-00361,Search,615.0,77432,3144,196,10879.0,17.689
2026-01-16 02:00:00,CMP-00362,Search,599.0,61540,2506,68,4126.0,6.888
2026-01-16 03:00:00,CMP-00363,Search,424.0,49082,2333,90,4010.0,9.458
2026-01-16 04:00:00,CMP-00364,Display,325.0,30732,529,35,1800.0,5.538
2026-01-16 05:00:00,CMP-00365,Social,513.0,78989,2066,104,7524.0,14.667
2026-01-16 06:00:00,CMP-00366,Display,419.0,51642,554,32,2338.0,5.58
2026-01-16 07:00:00,CMP-00367,Display,142.0,16250,200,12,797.0,5.613
2026-01-16 08:00:00,CMP-00368,Search,263.0,42131,1701,89,6141.0,23.35
2026-01-16 09:00:00,CMP-00369,Affiliate,391.0,59501,1038,57,2265.0,5.793
2026-01-16 10:00:00,CMP-00370,Display,756.0,112952,1357,50,2426.0,3.209
2026-01-16 11:00:00,CMP-00371,Search,514.0,43595,1882,118,6477.0,12.601
2026-01-16 12:00:00,CMP-00372,Social,293.0,22515,529,36,2958.0,10.096
2026-01-16 13:00:00,CMP-00373,Search,250.0,33977,1437,102,5597.0,22.388
2026-01-16 14:00:00,CMP-00374,Search,837.0,93367,4644,340,22253.0,26.587
2026-01-16 15:00:00,CMP-00375,Search,434.0,58680,2604,163,10071.0,23.205
2026-01-16 16:00:00,CMP-00376,Affiliate,60.0,8620,129,5,308.0,5.133
2026-01-16 17:00:00,CMP-00377,Social,449.0,41525,1174,82,4737.0,10.55
2026-01-16 18:00:00,CMP-00378,Social,675.0,61635,1340,41,1886.0,2.794
2026-01-16 19:00:00,CMP-00379,Display,245.0,27927,374,29,899.0,3.669
2026-01-16 20:00:00,CMP-00380,Social,494.0,44504,1152,43,3045.0,6.164
2026-01-16 21:00:00,CMP-00381,Affiliate,518.0,69102,431,20,1037.0,2.002
2026-01-16 22:00:00,CMP-00382,Display,254.0,36103,494,33,1298.0,5.11
2026-01-16 23:00:00,CMP-00383,Social,875.0,97933,2470,132,8234.0,9.41
2026-01-17 00:00:00,CMP-00384,Social,523.0,73020,1876,112,6965.0,13.317
2026-01-17 01:00:00,CMP-00385,Affiliate,390.0,45297,560,26,1708.0,4.379
2026-01-17 02:00:00,CMP-00386,Display,436.0,60349,790,42,2905.0,6.663
2026-01-17 03:00:00,CMP-00387,Affiliate,226.0,19152,307,12,586.0,2.593
2026-01-17 04:00:00,CMP-00388,Search,220.0,31080,1192,59,2906.0,13.209
2026-01-17 05:00:00,CMP-00389,Affiliate,371.0,51444,522,23,1261.0,3.399
2026-01-17 06:00:00,CMP-00390,Social,383.0,34212,954,80,5297.0,13.83
2026-01-17 07:00:00,CMP-00391,Search,420.0,50885,2445,124,4585.0,10.917
2026-01-17 08:00:00,CMP-00392,Social,914.0,140833,3741,108,6402.0,7.004
2026-01-17 09:00:00,CMP-00393,Display,657.0,57453,1310,104,7001.0,10.656
2026-01-17 10:00:00,CMP-00394,Search,157.0,22130,1030,53,3546.0,22.586
2026-01-17 11:00:00,CMP-00395,Social,828.0,136567,4147,242,15751.0,19.023
2026-01-17 12:00:00,CMP-00396,Display,369.0,57300,597,31,2128.0,5.767
2026-01-17 13:00:00,CMP-00397,Search,689.0,71771,2934,115,3511.0,5.096
2026-01-17 14:00:00,CMP-00398,Social,385.0,48815,1203,84,6227.0,16.174
2026-01-17 15:00:00,CMP-00399,Social,506.0,85561,2412,132,8092.0,15.992
2026-01-17 16:00:00,CMP-00400,Search,236.0,28916,1311,41,2925.0,12.394
2026-01-17 17:00:00,CMP-00401,Affiliate,564.0,40976,542,28,1295.0,2.296
2026-01-17 18:00:00,CMP-00402,Display,728.0,47318,510,31,1254.0,1.723
2026-01-17 19:00:00,CMP-00403,Search,177.0,26007,1077,67,5083.0,28.718
2026-01-17 20:00:00,CMP-00404,Affiliate,734.0,78243,867,33,1608.0,2.191
2026-01-17 21:00:00,CMP-00405,Affiliate,324.0,28236,432,23,1263.0,3.898
2026-01-17 22:00:00,CMP-00406,Search,1060.0,104138,5071,210,13288.0,12.536
2026-01-17 23:00:00,CMP-00407,Display,695.0,99601,790,52,3418.0,4.918
2026-01-18 00:00:00,CMP-00408,Search,635.0,70597,3242,191,13138.0,20.69
2026-01-18 01:00:00,CMP-00409,Affiliate,437.0,67968,601,21,1265.0,2.895
2026-01-18 02:00:00,CMP-00410,Display,1479.0,208305,2892,195,9254.0,6.257
2026-01-18 03:00:00,CMP-00411,Display,370.0,61842,721,32,2082.0,5.627
2026-01-18 04:00:00,CMP-00412,Search,267.0,42115,2181,104,6783.0,25.404
2026-01-18 05:00:00,CMP-00413,Affiliate,330.0,29040,293,13,518.0,1.57
2026-01-18 06:00:00,CMP-00414,Search,794.0,105202,4838,209,15087.0,19.001
2026-01-18 07:00:00,CMP-00415,Search,501.0,31192,1455,101,3346.0,6.679
2026-01-18 08:00:00,CMP-00416,Search,463.0,78257,3252,187,12780.0,27.603
2026-01-18 09:00:00,CMP-00417,Display,373.0,33089,325,15,775.0,2.078
2026-01-18 10:00:00,CMP-00418,Search,450.0,59907,2629,145,9433.0,20.962
2026-01-18 11:00:00,CMP-00419,Affiliate,359.0,55073,549,29,1830.0,5.097
2026-01-18 12:00:00,CMP-00420,Display,665.0,51637,527,23,1325.0,1.992
2026-01-18 13:00:00,CMP-00421,Search,415.0,63605,3200,183,11439.0,27.564
2026-01-18 14:00:00,CMP-00422,Search,334.0,20489,884,56,3200.0,9.581
2026-01-18 15:00:00,CMP-00423,Search,761.0,82657,3933,291,18956.0,24.909
2026-01-18 16:00:00,CMP-00424,Social,272.0,30443,727,25,1996.0,7.338
2026-01-18 17:00:00,CMP-00425,Display,504.0,50979,312,20,892.0,1.77
2026-01-18 18:00:00,CMP-00426,Search,141.0,17554,801,55,1437.0,10.191
2026-01-18 19:00:00,CMP-00427,Display,210.0,33732,203,21,1131.0,5.386
2026-01-18 20:00:00,CMP-00428,Search,392.0,37619,1737,154,8187.0,20.885
2026-01-18 21:00:00,CMP-00429,Display,356.0,44043,457,21,1139.0,3.199
2026-01-18 22:00:00,CMP-00430,Affiliate,355.0,55564,696,58,2827.0,7.963
2026-01-18 23:00:00,CMP-00431,Display,698.0,101230,720,42,2802.0,4.014
2026-01-19 00:00:00,CMP-00432,Display,719.0,46361,543,31,1370.0,1.905
2026-01-19 01:00:00,CMP-00433,Display,555.0,90857,1380,108,6751.0,12.164
2026-01-19 02:00:00,CMP-00434,Search,263.0,17129,704,34,2189.0,8.323
2026-01-19 03:00:00,CMP-00435,Search,448.0,55894,2391,149,9114.0,20.344
2026-01-19 04:00:00,CMP-00436,Search,1134.0,139809,6592,459,28858.0,25.448
2026-01-19 05:00:00,CMP-00437,Social,1406.0,205983,5568,299,20180.0,14.353
2026-01-19 06:00:00,CMP-00438,Display,765.0,58391,140,3,176.0,0.23
2026-01-19 07:00:00,CMP-00439,Social,269.0,21447,722,29,1582.0,5.881
2026-01-19 08:00:00,CMP-00440,Affiliate,450.0,64229,907,49,3080.0,6.844
2026-01-19 09:00:00,CMP-00441,Search,536.0,40974,1933,104,6656.0,12.418
2026-01-19 10:00:00,CMP-00442,Display,496.0,55372,653,30,2007.0,4.046
2026-01-19 11:00:00,CMP-00443,Search,805.0,113087,4230,225,9197.0,11.425
2026-01-19 12:00:00,CMP-00444,Search,683.0,89907,4278,235,13199.0,19.325
2026-01-19 13:00:00,CMP-00445,Display,261.0,21706,191,7,331.0,1.268
2026-01-19 14:00:00,CMP-00446,Affiliate,338.0,31581,394,17,1081.0,3.198
2026-01-19 15:00:00,CMP-00447,Social,763.0,127106,3095,107,6984.0,9.153
2026-01-19 16:00:00,CMP-00448,Search,929.0,101589,4572,325,17958.0,19.33
2026-01-19 17:00:00,CMP-00449,Social,540.0,35040,770,35,1775.0,3.287
2026-01-19 18:00:00,CMP-00450,Search,986.0,82976,3924,173,11067.0,11.224
2026-01-19 19:00:00,CMP-00451,Affiliate,509.0,49712,380,8,453.0,0.89
2026-01-19 20:00:00,CMP-00452,Display,288.0,48943,1036,71,5131.0,17.816
2026-01-19 21:00:00,CMP-00453,Search,652.0,60829,3391,222,16812.0,25.785
2026-01-19 22:00:00,CMP-00454,Search,1716.0,107942,5485,330,22442.0,13.078
2026-01-19 23:00:00,CMP-00455,Search,227.0,26427,1333,86,5188.0,22.855
2026-01-20 00:00:00,CMP-00456,Affiliate,968.0,66982,751,53,4042.0,4.176
2026-01-20 01:00:00,CMP-00457,Social,634.0,57153,1699,106,6403.0,10.099
2026-01-20 02:00:00,CMP-00458,Display,327.0,55316,621,32,1703.0,5.208
2026-01-20 03:00:00,CMP-00459,Social,143.0,19663,379,28,1435.0,10.035
2026-01-20 04:00:00,CMP-00460,Social,108.0,7081,220,14,714.0,6.611
2026-01-20 05:00:00,CMP-00461,Search,355.0,38821,1880,132,7648.0,21.544
2026-01-20 06:00:00,CMP-00462,Affiliate,582.0,45908,518,26,1628.0,2.797
2026-01-20 07:00:00,CMP-00463,Search,736.0,54113,2153,156,6840.0,9.293
2026-01-20 08:00:00,CMP-00464,Social,821.0,102277,2230,163,8722.0,10.624
2026-01-20 09:00:00,CMP-00465,Display,556.0,64285,283,9,541.0,0.973
2026-01-20 10:00:00,CMP-00466,Social,513.0,72699,2118,186,11985.0,23.363
2026-01-20 11:00:00,CMP-00467,Affiliate,399.0,63103,349,27,1559.0,3.907
2026-01-20 12:00:00,CMP-00468,Search,590.0,51409,2401,168,10155.0,17.212
2026-01-20 13:00:00,CMP-00469,Social,330.0,53304,1151,47,2144.0,6.497
2026-01-20 14:00:00,CMP-00470,Social,234.0,27373,514,43,2102.0,8.983
2026-01-20 15:00:00,CMP-00471,Social,497.0,43970,1205,57,3271.0,6.581
2026-01-20 16:00:00,CMP-00472,Search,708.0,108349,4723,252,15903.0,22.462
2026-01-20 17:00:00,CMP-00473,Search,205.0,13101,656,21,1267.0,6.18
2026-01-20 18:00:00,CMP-00474,Search,355.0,43148,1748,93,4605.0,12.972
2026-01-20 19:00:00,CMP-00475,Search,487.0,67877,2877,132,7344.0,15.08
2026-01-20 20:00:00,CMP-00476,Social,482.0,43764,668,47,3437.0,7.131
2026-01-20 21:00:00,CMP-00477,Social,625.0,96865,1585,78,4949.0,7.918
2026-01-20 22:00:00,CMP-00478,Social,1118.0,96630,3210,231,13023.0,11.648
2026-01-20 23:00:00,CMP-00479,Social,109.0,16610,589,31,1480.0,13.578
2026-01-21 00:00:00,CMP-00480,Social,1143.0,78455,1990,153,7783.0,6.809
2026-01-21 01:00:00,CMP-00481,Search,1093.0,84808,3541,137,7955.0,7.278
2026-01-21 02:00:00,CMP-00482,Social,742.0,75615,1774,133,8081.0,10.891
2026-01-21 03:00:00,CMP-00483,Search,535.0,82361,4001,111,7066.0,13.207
2026-01-21 04:00:00,CMP-00484,Search,334.0,25352,1111,55,3403.0,10.189
2026-01-21 05:00:00,CMP-00485,Social,737.0,115191,3002,151,8199.0,11.125
2026-01-21 06:00:00,CMP-00486,Social,549.0,46813,1198,78,4125.0,7.514
2026-01-21 07:00:00,CMP-00487,Search,403.0,44239,1885,92,7219.0,17.913
2026-01-21 08:00:00,CMP-00488,Social,728.0,71926,1634,69,3618.0,4.97
2026-01-21 09:00:00,CMP-00489,Social,791.0,57738,1481,65,2930.0,3.704
2026-01-21 10:00:00,CMP-00490,Display,68.0,11143,89,5,208.0,3.059
2026-01-21 11:00:00,CMP-00491,Social,925.0,100084,2647,147,8007.0,8.656
2026-01-21 12:00:00,CMP-00492,Display,313.0,42548,439,25,1685.0,5.383
2026-01-21 13:00:00,CMP-00493,Search,866.0,106759,4725,279,14575.0,16.83
2026-01-21 14:00:00,CMP-00494,Display,407.0,46881,779,49,3566.0,8.762
2026-01-21 15:00:00,CMP-00495,Social,535.0,68385,1584,62,3591.0,6.712
2026-01-21 16:00:00,CMP-00496,Social,590.0,93702,2669,124,8568.0,14.522
2026-01-21 17:00:00,CMP-00497,Social,831.0,113784,1936,121,6101.0,7.342
2026-01-21 18:00:00,CMP-00498,Social,690.0,81815,1848,117,5918.0,8.577
2026-01-21 19:00:00,CMP-00499,Social,400.0,52388,1318,64,3770.0,9.425
2026-01-21 20:00:00,CMP-00500,Display,119.0,15077,303,25,1571.0,13.202
2026-01-21 21:00:00,CMP-00501,Affiliate,622.0,66954,274,11,618.0,0.994
2026-01-21 22:00:00,CMP-00502,Affiliate,524.0,67451,773,37,2254.0,4.302
2026-01-21 23:00:00,CMP-00503,Social,225.0,24478,747,41,2619.0,11.64
2026-01-22 00:00:00,CMP-00504,Social,557.0,79839,1756,85,3723.0,6.684
2026-01-22 01:00:00,CMP-00505,Display,484.0,80624,935,43,2347.0,4.849
2026-01-22 02:00:00,CMP-00506,Search,921.0,152503,7057,324,17111.0,18.579
2026-01-22 03:00:00,CMP-00507,Display,1182.0,177632,2301,97,5170.0,4.374
2026-01-22 04:00:00,CMP-00508,Social,781.0,98557,3067,167,10365.0,13.271
2026-01-22 05:00:00,CMP-00509,Search,469.0,66798,3176,225,11914.0,25.403
2026-01-22 06:00:00,CMP-00510,Search,507.0,40349,2025,128,4858.0,9.582
2026-01-22 07:00:00,CMP-00511,Display,307.0,34596,370,28,1558.0,5.075
2026-01-22 08:00:00,CMP-00512,Search,340.0,30023,1254,83,3931.0,11.562
2026-01-22 09:00:00,CMP-00513,Search,455.0,27474,1219,69,4344.0,9.547
2026-01-22 10:00:00,CMP-00514,Search,430.0,71526,2737,87,5747.0,13.365
2026-01-22 11:00:00,CMP-00515,Search,218.0,33795,1564,75,2719.0,12.472
2026-01-22 12:00:00,CMP-00516,Search,926.0,107885,4696,198,9951.0,10.746
2026-01-22 13:00:00,CMP-00517,Display,991.0,87165,826,39,2400.0,2.422
2026-01-22 14:00:00,CMP-00518,Search,911.0,124103,5755,396,17389.0,19.088
2026-01-22 15:00:00,CMP-00519,Display,1007.0,108582,842,58,3818.0,3.791
2026-01-22 16:00:00,CMP-00520,Affiliate,1354.0,200890,3045,267,18288.0,13.507
2026-01-22 17:00:00,CMP-00521,Social,310.0,52683,1143,47,2650.0,8.548
2026-01-22 18:00:00,CMP-00522,Search,1324.0,130280,6525,483,24276.0,18.335
2026-01-22 19:00:00,CMP-00523,Social,398.0,34579,791,55,1919.0,4.822
2026-01-22 20:00:00,CMP-00524,Search,669.0,59816,2821,139,9193.0,13.741
2026-01-22 21:00:00,CMP-00525,Social,186.0,13069,327,19,1482.0,7.968
2026-01-22 22:00:00,CMP-00526,Affiliate,371.0,38341,525,38,2886.0,7.779
2026-01-22 23:00:00,CMP-00527,Affiliate,792.0,49038,589,31,1738.0,2.194
2026-01-23 00:00:00,CMP-00528,Display,686.0,49792,251,11,518.0,0.755
2026-01-23 01:00:00,CMP-00529,Search,394.0,35415,1718,73,4845.0,12.297
2026-01-23 02:00:00,CMP-00530,Display,507.0,39335,458,16,908.0,1.791
2026-01-23 03:00:00,CMP-00531,Display,349.0,49047,776,41,2574.0,7.375
2026-01-23 04:00:00,CMP-00532,Social,791.0,56648,1566,67,4089.0,5.169
2026-01-23 05:00:00,CMP-00533,Social,957.0,148583,3309,141,8309.0,8.682
2026-01-23 06:00:00,CMP-00534,Search,311.0,26224,1131,91,6214.0,19.981
2026-01-23 07:00:00,CMP-00535,Search,480.0,34533,1656,50,3433.0,7.152
2026-01-23 08:00:00,CMP-00536,Social,212.0,12955,305,18,950.0,4.481
2026-01-23 09:00:00,CMP-00537,Search,548.0,75992,3686,247,12046.0,21.982
2026-01-23 10:00:00,CMP-00538,Search,634.0,55936,2568,132,4357.0,6.872
2026-01-23 11:00:00,CMP-00539,Display,571.0,66261,1058,41,2236.0,3.916
2026-01-23 12:00:00,CMP-00540,Affiliate,608.0,43944,609,20,941.0,1.548
2026-01-23 13:00:00,CMP-00541,Social,453.0,76277,2004,123,7650.0,16.887
2026-01-23 14:00:00,CMP-00542,Display,459.0,33870,351,17,929.0,2.024
2026-01-23 15:00:00,CMP-00543,Affiliate,448.0,47179,635,32,1783.0,3.98
2026-01-23 16:00:00,CMP-00544,Search,364.0,55940,2854,181,11968.0,32.879
2026-01-23 17:00:00,CMP-00545,Social,390.0,33905,855,47,2913.0,7.469
2026-01-23 18:00:00,CMP-00546,Social,619.0,55318,1534,51,2898.0,4.682
2026-01-23 19:00:00,CMP-00547,Search,926.0,137913,6383,434,32491.0,35.087
2026-01-23 20:00:00,CMP-00548,Display,280.0,25218,304,19,1242.0,4.436
2026-01-23 21:00:00,CMP-00549,Social,458.0,27624,861,45,2423.0,5.29
2026-01-23 22:00:00,CMP-00550,Social,246.0,26339,780,52,2823.0,11.476
2026-01-23 23:00:00,CMP-00551,Search,368.0,22587,1054,87,5732.0,15.576
2026-01-24 00:00:00,CMP-00552,Search,402.0,64351,2926,196,11766.0,29.269
2026-01-24 01:00:00,CMP-00553,Affiliate,528.0,68956,642,25,1170.0,2.216
2026-01-24 02:00:00,CMP-00554,Search,520.0,64548,2836,85,5691.0,10.944
2026-01-24 03:00:00,CMP-00555,Search,478.0,39279,1848,78,5505.0,11.517
2026-01-24 04:00:00,CMP-00556,Search,593.0,81237,3921,215,15010.0,25.312
2026-01-24 05:00:00,CMP-00557,Social,296.0,39811,1076,100,7343.0,24.807
2026-01-24 06:00:00,CMP-00558,Social,530.0,35325,730,29,2282.0,4.306
2026-01-24 07:00:00,CMP-00559,Social,695.0,109040,3128,135,10165.0,14.626
2026-01-24 08:00:00,CMP-00560,Search,294.0,36378,1559,78,4790.0,16.293
2026-01-24 09:00:00,CMP-00561,Search,163.0,23988,985,45,2516.0,15.436
2026-01-24 10:00:00,CMP-00562,Display,788.0,70069,1254,79,3137.0,3.981
2026-01-24 11:00:00,CMP-00563,Social,250.0,18356,592,24,1395.0,5.58
2026-01-24 12:00:00,CMP-00564,Social,358.0,49142,1331,83,5245.0,14.651
2026-01-24 13:00:00,CMP-00565,Display,685.0,100919,1504,96,5610.0,8.19
2026-01-24 14:00:00,CMP-00566,Display,285.0,29202,450,36,1408.0,4.94
2026-01-24 15:00:00,CMP-00567,Search,761.0,47643,2357,96,5293.0,6.955
2026-01-24 16:00:00,CMP-00568,Social,330.0,49502,1376,99,6381.0,19.336
2026-01-24 17:00:00,CMP-00569,Social,307.0,25379,500,46,2196.0,7.153
2026-01-24 18:00:00,CMP-00570,Search,246.0,23934,1307,72,4295.0,17.459
2026-01-24 19:00:00,CMP-00571,Display,331.0,42733,714,25,1558.0,4.707
2026-01-24 20:00:00,CMP-00572,Social,640.0,45436,992,41,2836.0,4.431
2026-01-24 21:00:00,CMP-00573,Display,358.0,24315,193,13,977.0,2.729
2026-01-24 22:00:00,CMP-00574,Affiliate,790.0,49633,719,32,1735.0,2.196
2026-01-24 23:00:00,CMP-00575,Social,488.0,78485,1923,107,6403.0,13.121
2026-01-25 00:00:00,CMP-00576,Affiliate,510.0,48068,667,27,1624.0,3.184
2026-01-25 01:00:00,CMP-00577,Social,302.0,40067,1129,87,5611.0,18.579
2026-01-25 02:00:00,CMP-00578,Affiliate,848.0,143155,1379,68,4309.0,5.081
2026-01-25 03:00:00,CMP-00579,Search,698.0,93280,3891,211,15245.0,21.841
2026-01-25 04:00:00,CMP-00580,Social,688.0,81019,2223,100,3469.0,5.042
2026-01-25 05:00:00,CMP-00581,Social,440.0,51612,1139,62,3855.0,8.761
2026-01-25 06:00:00,CMP-00582,Search,228.0,23133,1003,35,2201.0,9.654
2026-01-25 07:00:00,CMP-00583,Social,524.0,66011,1306,64,3561.0,6.796
2026-01-25 08:00:00,CMP-00584,Affiliate,626.0,103582,1148,48,1697.0,2.711
2026-01-25 09:00:00,CMP-00585,Social,629.0,92264,2586,190,10904.0,17.335
2026-01-25 10:00:00,CMP-00586,Search,587.0,62612,2993,173,8805.0,15.0
2026-01-25 11:00:00,CMP-00587,Search,575.0,55527,2339,163,12189.0,21.198
2026-01-25 12:00:00,CMP-00588,Search,329.0,51715,2114,107,6608.0,20.085
2026-01-25 13:00:00,CMP-00589,Search,338.0,25328,1166,53,2652.0,7.846
2026-01-25 14:00:00,CMP-00590,Affiliate,248.0,38056,529,23,862.0,3.476
2026-01-25 15:00:00,CMP-00591,Social,794.0,69918,1896,122,7797.0,9.82
2026-01-25 16:00:00,CMP-00592,Search,1155.0,160220,6951,436,28323.0,24.522
2026-01-25 17:00:00,CMP-00593,Social,1700.0,252763,6449,392,21890.0,12.876
2026-01-25 18:00:00,CMP-00594,Search,543.0,61071,3143,188,12039.0,22.171
2026-01-25 19:00:00,CMP-00595,Search,575.0,46661,2185,107,5833.0,10.144
2026-01-25 20:00:00,CMP-00596,Display,449.0,68663,386,23,1579.0,3.517
2026-01-25 21:00:00,CMP-00597,Social,539.0,54129,1443,92,6249.0,11.594
2026-01-25 22:00:00,CMP-00598,Affiliate,284.0,27058,565,21,874.0,3.077
2026-01-25 23:00:00,CMP-00599,Social,444.0,51549,1039,61,2687.0,6.052
2026-01-26 00:00:00,CMP-00600,Social,308.0,33220,847,57,4464.0,14.494
2026-01-26 01:00:00,CMP-00601,Display,414.0,55946,619,43,2895.0,6.993
2026-01-26 02:00:00,CMP-00602,Affiliate,323.0,24254,302,7,318.0,0.985
2026-01-26 03:00:00,CMP-00603,Display,626.0,67561,825,53,2242.0,3.581
2026-01-26 04:00:00,CMP-00604,Affiliate,666.0,105286,1762,53,3184.0,4.781
2026-01-26 05:00:00,CMP-00605,Display,567.0,36269,425,33,1537.0,2.711
2026-01-26 06:00:00,CMP-00606,Affiliate,338.0,37283,631,28,1535.0,4.541
2026-01-26 07:00:00,CMP-00607,Search,238.0,31572,1326,63,3624.0,15.227
2026-01-26 08:00:00,CMP-00608,Display,669.0,105466,1089,47,2683.0,4.01
2026-01-26 09:00:00,CMP-00609,Social,487.0,61029,1371,63,4364.0,8.961
2026-01-26 10:00:00,CMP-00610,Social,159.0,23960,419,26,1985.0,12.484
2026-01-26 11:00:00,CMP-00611,Display,522.0,44106,607,26,1383.0,2.649
2026-01-26 12:00:00,CMP-00612,Affiliate,578.0,57111,1087,74,3455.0,5.978
2026-01-26 13:00:00,CMP-00613,Affiliate,193.0,31581,452,19,1176.0,6.093
2026-01-26 14:00:00,CMP-00614,Search,632.0,99512,4776,263,19545.0,30.926
2026-01-26 15:00:00,CMP-00615,Display,211.0,25610,268,13,702.0,3.327
2026-01-26 16:00:00,CMP-00616,Display,318.0,35712,417,23,1530.0,4.811
2026-01-26 17:00:00,CMP-00617,Search,212.0,23238,1182,78,3871.0,18.259
2026-01-26 18:00:00,CMP-00618,Search,300.0,19940,1070,37,2154.0,7.18
2026-01-26 19:00:00,CMP-00619,Search,239.0,37800,1870,113,5241.0,21.929
2026-01-26 20:00:00,CMP-00620,Display,792.0,118797,1867,94,5462.0,6.896
2026-01-26 21:00:00,CMP-00621,Social,427.0,47050,1183,68,3865.0,9.052
2026-01-26 22:00:00,CMP-00622,Affiliate,380.0,34480,493,22,1410.0,3.711
2026-01-26 23:00:00,CMP-00623,Social,829.0,81010,1758,110,8336.0,10.055
2026-01-27 00:00:00,CMP-00624,Affiliate,808.0,59426,388,33,1786.0,2.21
2026-01-27 01:00:00,CMP-00625,Social,396.0,55201,1146,61,2318.0,5.854
2026-01-27 02:00:00,CMP-00626,Display,561.0,68012,793,37,2071.0,3.692
2026-01-27 03:00:00,CMP-00627,Search,353.0,30270,1380,78,4757.0,13.476
2026-01-27 04:00:00,CMP-00628,Social,462.0,59381,1091,45,2701.0,5.846
2026-01-27 05:00:00,CMP-00629,Display,264.0,44276,520,39,2201.0,8.337
2026-01-27 06:00:00,CMP-00630,Affiliate,602.0,44225,498,32,2332.0,3.874
2026-01-27 07:00:00,CMP-00631,Display,845.0,93316,665,26,1543.0,1.826
2026-01-27 08:00:00,CMP-00632,Search,772.0,88283,3833,178,10137.0,13.131
2026-01-27 09:00:00,CMP-00633,Social,498.0,39017,909,43,2160.0,4.337
